nama_hotel,alamat_hotel,jenis_kamar,total_kamar_tersedia
Serut 2 Homestay,"<span itemprop=""address"">Jl. Kalibiru - Clapar, Kalibiru, Hargowilis, Kokap, Kabupaten Kulon Progo, Yogyakarta, Indonesia</span>",4,12
Hotel SiCantik,"<span itemprop=""address"">Jl. Malangyudo No. 107, Kaliurang, Hargobinangun, Pakem, Sleman, Yogyakarta, Indonesia</span>",16,32
Rumah Hoho Resto and Guesthouse,"<span itemprop=""address"">Jl. Ukrim, Cupuwatu I, Purwomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",1,4
RedDoorz @ Wisma Putra Jaya Kaliurang,"<span itemprop=""address"">Jl. Kaliurang KM 22,6 , Banteng, Hargobinangun, Kaliurang, Yogyakarta, Indonesia</span>",8,16
OYO 3707 Halona Guesthouse,"<span itemprop=""address"">Jl. Anggajaya 2 No.232, Sanggrahan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281</span>",12,24
Losmen Prasetyo,"<span itemprop=""address"">Jalan Parangtritis Km.27, RT04, Mancingan, Parangtritis</span>",30,30
OYO 1242 Penginapan RB Syariah,"<span itemprop=""address"">Jl. Raya Tajem No.19, Denokan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, DI Yogyakarta, Indonesia</span>",8,24
Omah Kendi,"<span itemprop=""address"">Jalan Banjarsari MJ1/1540, RT 78, RW 17, Yogyakarta</span>",8,16
Penginapan Vionna,"<span itemprop=""address"">JL. Kaliurang KM. 24, Ngipiksari, Hargobinangun, Pakem, Kabupaten Sleman</span>",16,16
Sabar Menanti 2,"<span itemprop=""address"">Jl. Parangtritis (Mancingan RT 1), Kel. Parangtritis, Kec. Kretek, Bantul, Yogyakarta, Indonesia</span>",16,16
Hotel di Jogja,,0,0
Penginapan Raharjo,"<span itemprop=""address"">Pantai, Parangtritis, Kec. Kretek, Bantul, Yogyakarta</span>",16,16
Homestay Sutriono,"<span itemprop=""address"">Krebet, RT 02, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",4,12
The Cabin Villa Garden,"<span itemprop=""address"">Jl. Turi - Pakem KM.02, Pakem, Sleman, Yogyakarta, DI Yogyakarta, Indonesia</span>",1,2
Graha LPP Pramindo Inn,"<span itemprop=""address"">Jl. Sampakan Kuton, Tegaltirto, Berbah, Sleman, Yogyakarta, Indonesia</span>",8,8
Omahe Simbah Guesthouse,"<span itemprop=""address"">Jl. Ringin Raya 120E Mancasan, Condongcatur, Sleman, Yogyakarta, Indonesia</span>",2,8
Duta Guest House,"<span itemprop=""address"">Jl. Prawirotaman No. 26, Brontokusuman, Mergangsan, Yogyakarta, Indonesia</span>",4,12
Homestay Sawo Manis,"<span itemprop=""address"">Krebet, RT 04, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",4,4
Simply Homy Guest House Unit UNY Samirono,"<span itemprop=""address"">Jl. Nusa indah CT6 No. 79, Samirono, Yogyakarta, Indonesia</span>",2,4
ABG Colonial Heritage Guesthouse,"<span itemprop=""address"">Pringgokusuman GT II No. 430, Malioboro, Pringgokusuman, Gedongtengen, Yogyakarta, DI Yogyakarta, Indonesia</span>",1,2
Nusalink at Medical Homestay,"<span itemprop=""address"">Jl. Kabupaten Jl. Nila, Kranggahan I, Trihanggo, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55291</span>",2,2
OYO 810 Idola Residence,"<span itemprop=""address"">Jl. Pandean Sari No. 22 Blok 3 RT.10 RW.63, Candok, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",4,4
OYO 347 Bayang Brothers Guest House,"<span itemprop=""address"">Jalan Jodipati No.15A, Dabag, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia, Yogyakarta</span>",4,8
Klakat Bambu Homestay,"<span itemprop=""address"">Karang Asem, Muntuk, Dlingo, Bantul Regency, Special Region of Yogyakarta</span>",4,12
Bukit Lintang Sewu Glamping,"<span itemprop=""address"">Karang Asem, Muntuk, Dlingo, Bantul Regency, Special Region of Yogyakarta</span>",4,4
Golden Inn 1,"<span itemprop=""address"">Jl. Monjali No.199, Kutu Dukuh, Sinduadi, Mlati, Kabupaten Sleman, DI Yogyakarta, Indonesia</span>",16,64
Kebon Pring Floating Resort & Market,"<span itemprop=""address"">Bintaran wetan RT 05 srimulyo piyungan, Bantul, Yogyakarta,.</span>",8,8
Grya Natasha Guest House,"<span itemprop=""address"">Jl. Tembus II, Sanggrahan, Condongcatur, Sleman, Yogyakarta, Indonesia</span>",1,2
Losmen Panorama,"<span itemprop=""address"">Mancingan XI, Parangtritis, Kretek, Bantul, DI Yogyakarta</span>",12,12
Hotel Gemah Ripah,"<span itemprop=""address"">Jl. Wonosari KM 1 No. 2, Pringgolayan, Banguntapan, Bantul, Yogyakarta, Indonesia</span>",4,12
Simply Homy Monjali 2,"<span itemprop=""address"">Jl. Nyi Tjondro Loekito Gg. Safir 32 A, Sendangadi, Mlati, Sleman, Daerah Istimewa Yogyakarta</span>",1,2
Zidan Homestay,"<span itemprop=""address"">Grogol RT2 / RW 18 Margodadi Seyegan Sleman Yogyakarta</span>",4,8
OYO 3864 Babaran 71,"<span itemprop=""address"">Jl. Babaran No.71, Pandeyan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55164</span>",12,48
OYO 2394 Hotel Brosta Near RS Ludira Husada Tama,"<span itemprop=""address"">Jl. Ontorejo No.4, Wirobrajan</span>",4,4
Penginapan Griya Watukelir,"<span itemprop=""address"">Pantai Indrayanti, Jl. Pantai Selatan Jawa, Desa Tepus, Kecamatan Tepus, Gunung Kidul, Yogyakarta, Indonesia</span>",4,4
Abimanyu Homestay,"<span itemprop=""address"">Tegal RT 4, Kebon Agung, Kec. Imogiri, Bantul Daerah Istimewa Yogyakarta</span>",8,24
Simply Homy Guest House Ambarukmo 2,"<span itemprop=""address"">Perum Beverly Kav. B4 No. 29, Yogyakarta</span>",1,2
Nusalink at Parangtritis,"<span itemprop=""address"">Ruko Perwita Regency, Blok A No.2, Jl. Parangtritis Km 3,5, Randubelang, Bangunharjo, Kec. Sewon, Bantul, Daerah Istimewa Yogyakarta 55188</span>",1,2
Hotel Trias Parangtritis,"<span itemprop=""address"">Mancingan RT 04, Pantai Parangtritis, Kretek, Bantul, Yogyakarta, Indonesia</span>",12,48
Nusalink Villa Soegi at Ngemplak,"<span itemprop=""address"">Babadan, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584</span>",1,2
Simply Homy Guest House Sawit Sari 1,"<span itemprop=""address"">Jl. Sawitsari, Condongcatur, Yogyakarta</span>",1,2
Hotel di Jogja,,0,0
Palem Kipas Homestay,"<span itemprop=""address"">Gg. Kenanga MJ3/59, Mantrijeron, Kota Yogyakarta, DI Yogyaakarta, Indonesia</span>",4,12
SPOT ON 2754 Miyagi Guesthouse,"<span itemprop=""address"">Tamanmartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571</span>",8,16
Mas Gun Guest House,"<span itemprop=""address"">Jalan Prawirotaman No.29</span>",4,12
Pondok Wisata Kalibiru,"<span itemprop=""address"">Jl. Kalibiru - Clapar, Kalibiru Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta </span>",4,8
Arnymas Homestay,"<span itemprop=""address"">Krebet, RT 01, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",4,12
Dempak Indah Camp and Resort,"<span itemprop=""address"">Kanigoro Rt.33. mangunan,Dlingo,Bantul, DIY</span>",6,6
Pringsewu Craft Homestay,"<span itemprop=""address"">Karang Asem, Muntuk, Dlingo, Bantul Regency, Special Region of Yogyakarta</span>",0,0
Omah Gedongkuning Syariah Homestay,"<span itemprop=""address"">Jl. Kusumanegara Gg. Ganesha, Rejowinangun, Kec. Kotagede, Kota Yogyakarta, DI Yogyakarta, Indonesia</span>",0,0
D'Java Homestay Unit Lempuyangan by The Grand Java,"<span itemprop=""address"">Bausasran Dn 3 / 702 RT 44 / RW 11, Bausasran, Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia</span>",1,2
Bukit Tompak Cottage,"<span itemprop=""address"">Ngelosari RT 05 Srimulyo Piyungan Bantul</span>",4,4
Wisma Lovina,"<span itemprop=""address"">Macanan, Pantai Glagah, Temon, Kulon Progo, Yogyakarta, Indonesia</span>",16,32
Embe Joglo Homestay,"<span itemprop=""address"">Jl. Harjosudiro, Sanggrahan, Condong Catur, Depok, Sleman, DI Yogyakarta, Indonesia</span>",9,27
Jogo Segoro Homestay,"<span itemprop=""address"">Pantai Sundak, Jl. Pantai Selatan Jawa, Desa Sidoharjo, Kecamatan Tepus, Gunung Kidul, Yogyakarta, Indonesia</span>",20,20
Prayogo Lama Guest House,"<span itemprop=""address"">Jl. Prawirotaman I No.34 B, Brontokusuman, Mergangsan, Kota Yogyakarta, DI Yogyakarta, Indonesia</span>",3,3
Homestay Mbak Nur,"<span itemprop=""address"">Bukit Panguk, Kanigoro, Mangunan, Dlingo, Bantul, Daerah Istimewa Yogyakarta</span>",2,6
Fatia Homestay,"<span itemprop=""address"">Jl. Kebun Raya Gg. Terate No. 29, Rejowinangun, Kec. Kotagede, Kota Yogyakarta, Indonesia</span>",8,8
Homestay Dulngori,"<span itemprop=""address"">Krebet, RT 03, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",3,9
Homestay Hana,"<span itemprop=""address"">Cempluk, Mangunan, Dlingo, Bantul Regency, Special Region Of Yogyakarta</span>",2,6
Wisma Joyo,"<span itemprop=""address"">Jl. Astomulyo No. 63, Kaliurang</span>",28,28
Arjuna Homestay,"<span itemprop=""address"">Nglinggo Timur RT 28/RW 14, Pagerharjo, Samigaluh, Kab. Kulon Progo</span>",8,24
Sweet Home Homestay,"<span itemprop=""address"">Jl. Seturan Baru APH 3 Blok E No. 27, Seturan, Yogyakarta, Indonesia</span>",1,2
The Soemarsono Hotel,"<span itemprop=""address"">Jl. Perumnas No. 296, Caturtunggal, Depok, Sleman, Yogyakarta, Indonesia</span>",6,6
Disaster Oasis Training Center,"<span itemprop=""address"">Jl. Kaliurang Km. 21,5, 55283 Kaliurang, Indonesia </span>",12,36
Omahkoe Jongke,"<span itemprop=""address"">Jl. Jongke Kidul RT. 6 Rw. 24, Kringsepuluh, Sendangadi, Mlati, Sleman, Yogyakarta, Indonesia</span>",1,2
Dann's Homestay,"<span itemprop=""address"">Jl. Dahmoro, Bukit lintang Sewu, Muntuk, Dlingo, Bantul, Yogyakarta,</span>",4,8
Green Belt,"<span itemprop=""address"">Jl. Raya Tajem, Gang Mandiri No. 7, Pucanganom, Wedomartani, Ngemplak, Sleman, Yogyakarta, Indonesia</span>",2,4
Hotel Widodo 1,"<span itemprop=""address"">Pantai, Parangtritis, Kec. Kretek, Bantul, Daerah Istimewa Yogyakarta 55772</span>",6,6
Sri Dewi Homestay,"<span itemprop=""address"">Sinogo RT 53 RW 26, Pagerharjo, Samigaluh, Kulonprogo</span>",6,6
Roemah Djogja 1,"<span itemprop=""address"">Jl. Jodipati No.18, Condongcatur, Depok, Sleman, Yogyakarta, Indonesia</span>",8,8
Suryoputran21,"<span itemprop=""address"">Jl. Suryoputran No. 21, Panembahan, Kraton, Yogyakarta, Indonesia</span>",1,2
Hotel di Jogja,,0,0
OYO 634 Elga Sastro Inn Syariah,"<span itemprop=""address"">Jl. KH. Ahmad Dahlan Ngadiwinatan NG1/1174, Ngampilan, DI Yogyakarta, Indonesia</span>",12,12
Griya Lowanu Yogyakarta,"<span itemprop=""address"">Jl. Lowanu No.99b, Sorosutan, Umbulharjo, Kota Yogyakarta 55162</span>",4,12
Losmen Parikesit,"<span itemprop=""address"">Mancingan XI, RT 4, Pantai, Parangtritis, Kretek, Bantul, Yogyakarta, Indonesia</span>",8,8
DRW Kost Exclusive & Homestay,"<span itemprop=""address"">Gg. Dandang Gulo No.B4, Pogung Kidul, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta</span>",12,12
Omah Sambilegi by The Grand Java,"<span itemprop=""address"">Jl. Mawar No. 160c, Kembang, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",1,2
Restu Hotel Yogyakarta,"<span itemprop=""address"">Jl. Batikan No. 7, Pandeyan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia</span>",2,6
Ganjuran Indah Inn,"<span itemprop=""address"">Ganjuran indah RT. 8 no. 15, Gedogan,  Sumbermulyo,  Bambanglipuro,  Bantul,  Yogyakarta</span>",8,8
Villa Kampung Ayem,"<span itemprop=""address"">Jl. Godean - Seyegan, Klaci II, Margoluwih, Seyegan, Kabupaten Sleman, Yogyakarta, Indonesia</span>",1,2
Ki Agung Prestise Hotel,"<span itemprop=""address"">Jl. Prawirotaman II MG 3 No.596 A, Yogyakarta, Indonesia</span>",5,20
Omah Kemiri 5 Yogyakarta,"<span itemprop=""address"">Jl. Perum Sleman Permai 2, Tlogoadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta</span>",5,5
Paddington Bear Homestay,"<span itemprop=""address"">Jalan Gedong kuning No 2 (Samping PLN), Kotagede, Yogyakarta, DI Yogyakarta</span>",2,2
Setren Opak Camping Resort,"<span itemprop=""address"">Karangploso rt 03 sitimulyo piyungan bantul</span>",8,8
Limasan Wongso,"<span itemprop=""address"">Jl. Rajek Lor - Rajek Wetan, Tirtoadi, Mlati, Sleman</span>",8,8
SPOT ON 2107 Ijo Pupus Syariah Residence,"<span itemprop=""address"">Jl. Kusumanegara No.917, Jomblangan, Banguntapan, Kec. Banguntapan, Bantul, Daerah Istimewa Yogyakarta 55171</span>",3,3
Opak Homestay Syariah,"<span itemprop=""address"">Jl. Opak Raya KM 1.5 Bokoharjo, Prambanan, Sleman, Daerah Istimewa Yogyakarta</span>",1,4
Guesthouse Sadewa,"<span itemprop=""address"">Sebo, RT 78 RW 36 Sidoharjo, Samigaluh, Kulon Progo, Yogyakarta</span>",4,4
Omah Awang Family Homestay,"<span itemprop=""address"">Jl. Ahmad Wahid No.236, Pelem, Baturetno, Kec. Banguntapan, Bantul, Daerah Istimewa Yogyakarta</span>",2,4
Ndalem Winie Asri,"<span itemprop=""address"">Jl. Magelang Km 7 Jombor Lor No 65 (Timur Fly Over), Sinduadi, Mlati, Sleman, Yogyakarta, Indonesia</span>",2,4
OYO 3819 Hotel Winotosastro,"<span itemprop=""address"">Jl. Parangtritis No.67, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143</span>",12,36
Helendami Homestay,"<span itemprop=""address"">Nglinggo Timur RT 29/RW 15, Pagerharjo, Samigaluh, Kab. Kulon Progo</span>",4,8
ADARO Homestay,"<span itemprop=""address"">Jl. Demakan Baru TR.III Gg Teratai No.763, Tegalrejo, Daerah Istimewa Yogyakarta, Indonesi</span>",2,4
Ndalem Grogol Kulon,"<span itemprop=""address"">Jl. Kadipiro No 5, RT4 / RW 18, Margodadi, Seyegan, Sleman, Yogyakarta, Indonesia</span>",8,8
Munggang Homestay,"<span itemprop=""address"">Jl. Kalibiru - Clapar, Kalibiru, Kabupaten Kulon Progo, Yogyakarta, Indonesia</span>",6,12
Homestay Miftah,"<span itemprop=""address"">Krebet, RT 04, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",2,6
OYO 90325 Pondok Dnayu Syariah,"<span itemprop=""address"">Jl. Menayu Lor No.118, Menayu Lor, Tirtonirmolo, Kec. Kasihan, Bantul, Daerah Istimewa Yogyakarta 55181</span>",4,4
Omahe Nunik,"<span itemprop=""address"">Jl. Langenastran Lor No. 5A, Panembahan, Kraton, Yogyakarta, Indonesia</span>",1,2
D'Java Homestay Unit Monjali 2 by The Grand Java,"<span itemprop=""address"">Jl. Lempong Sari Gang Bawal No. 4A, Jongkang, Sariharjo, Ngaglik, Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",1,2
Ndalem Joglo Krawitan Homestay,"<span itemprop=""address"">Jl. Degolan No.3 Krawitan, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",2,4
Votel Maerakatja Yogyakarta,"<span itemprop=""address"">Jl. R. W. Monginsidi No. 22 B, Karangwaru, Tegalrejo, DI Yogyakarta, Indonesia</span>",2,2
Oma Homestay Jogja,"<span itemprop=""address"">Jl. Kadirojo I RT. 04, RW. 01, Gang Kamboja 31 B, Purwomartani, Kalasan, Sleman, Yogyakarta, Indonesia</span>",1,2
Hotel di Jogja,,0,0
Puri Indah Inn,"<span itemprop=""address"">Jl.Pramuka No.55, Kaliurang - Yogyakarta</span>",1,3
OYO 3892 Athaya Guesthouse Syariah,"<span itemprop=""address"">Jl. Kaliurang Km 5.2, Karangwuni D3A, Condongcatur, Depok, Sleman, Daerah Istimewa Yogyakarta 55281</span>",8,32
Hotel Wijaya 3 Kaliurang,"<span itemprop=""address"">Jl. Giri Kondang No.16, Kaliurang</span>",4,8
De Tropen Jogja,"<span itemprop=""address"">Jl. Joglo Tentrem No.3 RT 03/RW 16 Sariharjo, Ngaglik, Sleman, DI Yogyakarta, Indonesia</span>",2,4
Omahe Biyung,"<span itemprop=""address"">Jl. Indraprastha 23, Condongcatur, Depok, Yogyakarta, Indonesia</span>",1,3
Simply Homy Guest House Monjali 1,"<span itemprop=""address"">Jl. Lempong Sari, Ngaglik 1 No.43B, Yogyakarta</span>",1,2
Singgahsini Bobok Manis Maguwoharjo Sleman Yogyakarta,"<span itemprop=""address"">Jl. Ring Road Utara, Karang Nongko RT 7 RW 13, Sanggrahan, Maguwoharjo, Depok, Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",2,6
Roto Homestay,"<span itemprop=""address"">Krebet, RT 04, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",2,8
Ana Homestay,"<span itemprop=""address"">`Krebet, RT 04, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",3,9
Camping Ground Kali Oya,"<span itemprop=""address"">Kali Oya, Mangunan, Dlingo, Bantul Regency, Special Region of Yogyakarta</span>",4,4
Asifa Homestay,"<span itemprop=""address"">Nglinggo Timur RT 29/RW 15, Pagerharjo, Samigaluh, Kab. Kulon Progo</span>",8,8
Griya Arimba Homestay,"<span itemprop=""address"">Jl. Mawar No. 01, Wedomartani, Ngemplak, Sleman, Yogyakarta, DI Yogyakarta, Indonesia</span>",1,2
Rock Garden Homestay & Resto,"<span itemprop=""address"">Jl. Pantai Selatan Jawa, Desa Tepus, Kec. Tepus, Gunung Kidul, Yogyakarta, Indonesia</span>",16,48
Hotel Kirana,"<span itemprop=""address"">Jl. Prawirotaman I No. 45, Mergangsan, Daerah Istimewa Yogyakarta, Indonesia</span>",2,4
OYO 759 Hotel Dewi Sri,"<span itemprop=""address""> Jl. Mangkuyudan No.65, Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia </span>",15,15
Natural Stone Homestay,"<span itemprop=""address"">Krebet, RT 04, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",4,4
Omahe Haji Qoema Syariah 3,"<span itemprop=""address"">Jl. Saman II No.155B RT 05/15, Bangunharjo, Sewon, Bantul, Daerah Istimewa Yogyakarta 55188, Indonesia</span>",2,2
Cassa Mia Villa 2,"<span itemprop=""address"">Jl. Demak No. 8, Karang Wetan, Nogotirto, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",24,96
de Prisha,"<span itemprop=""address"">Jl. Janti No.65, Jaranan, Banguntapan, Kec. Banguntapan, Bantul, Daerah Istimewa Yogyakarta , Banguntapan, Yogyakarta, Provinsi Yogyakarta, Indonesia</span>",1,4
Argosari Homestay,"<span itemprop=""address"">Krebet, RT 01, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",2,6
Homestay Azka,"<span itemprop=""address"">Krebet, RT 04, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",4,4
Java Homestay,"<span itemprop=""address"">GT II No. 333, RT 12, RW 03, Pringgokusuman, Gedongtengen, Yogyakarta, Indonesia</span>",4,16
Hotel Wismancala Kaliurang,"<span itemprop=""address"">Jl. Tlogo Putri, Kaliurang Timur</span>",10,10
Homestay Rahayu,"<span itemprop=""address"">Mangunan, Dlingo, Bantul Regency, Special Region Of Yogyakarta</span>",2,6
Griya Erlangga Homestay,"<span itemprop=""address"">Krebet, RT.03, Sendangsari, Pajangan, Bantul, Yogyakarta</span>",8,8
OYO 1643 Grand Monica Near Jogja International Hospital,"<span itemprop=""address"">JL. Selokan Mataram No. 416, Kaliwaru, Condongcatur</span>",12,12
Hotel Wisnugraha Syariah,"<span itemprop=""address"">Jl. Kusumanegara, No.114, Muja Muju, Umbulharjo, Daerah Istimewa Yogyakarta</span>",3,3
Penginapan BoB Home,"<span itemprop=""address"">Pantai Sadranan, Jalan Pantai Slili, Sidoharjo, Tepus, Kabupaten Gunung Kidul, Yogyakarta, Indonesia</span>",16,16
Simply Homy Guest House Pogung UGM,"<span itemprop=""address"">Jl. Pogung LOR No. 246 A, RT 12 / RW 48, Sinduadi, Mlati, Pogung, Sleman, Yogyakarta, Indonesia</span>",2,4
Sentoel Huis,"<span itemprop=""address"">Jl. Sultan Agung No.56, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151</span>",0,0
Hotel di Jogja,,0,0
Sentoel Huis,"<span itemprop=""address"">Jl. Sultan Agung No.56, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151</span>",0,0
Homestay Hidayah,"<span itemprop=""address"">Nglinggo Timur RT 29/RW 15, Pagerharjo, Samigaluh, Kab. Kulon Progo</span>",6,6
Watusaman Homestay by The Grand Java,"<span itemprop=""address"">Jl. Ringroad Selatan, Saman, Bangunharjo, Sewon, Bantul, Daerah Istimewa Yogyakarta, Indonesia</span>",3,6
D'Angkring Wisma Sarjana,"<span itemprop=""address"">Jl. Amerta No. 258 RT. 05 RW. 02, Seturan, Yogyakarta</span>",10,20
Penginapan Mentorogo,"<span itemprop=""address"">Jl. Kaliurang Km.25, Gang Bagong, Kaliurang</span>",24,24
Watu Wayang Camp & Tracking,"<span itemprop=""address"">Duwed Gentong,  rt 5 srimulyo Piyungan Bantul, Daerah Istimewa Yogyakarta</span>",8,8
Kutus Kutus Clemmie Huis,"<span itemprop=""address"">Jl. Suroto No. 14, Kotabaru, Gondokusuman, Yogyakarta, Indonesia</span>",4,4
Homestay Sudiono,"<span itemprop=""address"">Kanigoro, Mangunan, Dlingo, Bantul Regency, Special Region Of Yogyakarta</span>",2,6
Sardi Homestay,"<span itemprop=""address"">Talaban RT 4, Kebon Agung, Kec. Imogiri, Bantul Daerah Istimewa Yogyakarta</span>",8,24
OYO 804 Ndalem Maharani Guest House,"<span itemprop=""address"">Jl. Sawojajar No.6, Panembahan, Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131, Indonesia, Yogyakarta</span>",28,84
Ancora Hotel Syariah Malioboro,"<span itemprop=""address"">Jalan Letjen Suprapto, No.36, Ngampilan, Ngampilan, Yogyakarta, DI Yogyakarta</span>",4,4
Ndalem Suratin Guest House,"<span itemprop=""address"">Jl. A M Sangaji No 68, Sinduadi, Yogyakarta, Indonesia</span>",4,8
Anugro's Homestay By The Grand Java,"<span itemprop=""address"">Tarudan, Bangunharjo, Kec. Sewon, Bantul, Daerah Istimewa Yogyakarta, Indonesia</span>",1,2
Serut 1 Homestay,"<span itemprop=""address"">Jl. Kalibiru - Clapar, Kalibiru, Hargowilis, Kokap, Kabupaten Kulon Progo, Yogyakarta, Indonesia</span>",4,16
Wisma Sarjana Syariah,"<span itemprop=""address"">Jl. Kledokan IV, Blok B no.68, Caturnunggal, Depok, Yogyakarta, Indonesia</span>",2,6
The Awang Loji,"<span itemprop=""address"">Perum Bumi Elok Sampangan, Jl. Garuda 4, No.44 RT.16, Sampangan, Banguntapan, Yogyakarta, Indonesia</span>",0,0
Homestay Hanum,"<span itemprop=""address"">Mangunan, Dlingo, Bantul Regency, Special Region Of Yogyakarta</span>",2,4
KoolKost near Sindu Kusuma Edupark,"<span itemprop=""address""> Jalan Kragilan, Kragilan, Sinduadi, Kab. Sleman, DI Yogyakarta, Indonesia</span>",3,9
Sor Sawo Krebet Homestay,"<span itemprop=""address"">Krebet, RT 02, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",4,12
Nadira Homestay,"<span itemprop=""address"">Pondok soragan indah No.6, Cungkuk, Ngestiharjo, Kec. Kasihan, Bantul, Daerah Istimewa Yogyakarta, Indonesia</span>",1,2
Khatumbiri Yogyakarta,"<span itemprop=""address"">Jl. Pamularsih Gang Jeruk 3 WB 3/322, Patangpuluhan, Wirobrajan, Yogyakarta, Indonesia</span>",3,6
Dwi Sigit Homestay,"<span itemprop=""address"">Jayan RT 1, Kebon Agung, Kec. Imogiri, Bantul Daerah Istimewa Yogyakarta</span>",4,12
Simply Homy Guest House Jakal 3,"<span itemprop=""address"">Jl. Kaliurang Km. 8, Gang Kepel No. 8b, Condong Catur, Depok, Sleman, Yogyakarta, Indonesia</span>",1,2
Medical Kost Syariah,"<span itemprop=""address"">Jl. Kabupaten Gg. Nila, Trihanggo, Gamping, Kranggahan I, Trihanggo, Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55291</span>",2,4
Griya Pamengkang 1 - Javanese House,"<span itemprop=""address"">Jl. Namburan Kidul No. 21, Kel. Panembahan, Kec. Kraton, Yogyakarta, Indonesia</span>",0,0
OYO 2889 Abel Homestay Syariah,"<span itemprop=""address"">Jl. Semokeling, Beringin Condong Catur, Condongcatur, Depok, Sleman</span>",8,16
Nabhan Homestay,"<span itemprop=""address"">Bulusari, Sarigono, Pagerharjo, Samigaluh, Kulon Progo</span>",8,32
Akar Wangi 1 Homestay,"<span itemprop=""address"">Tegal RT 4, Kebon Agung, Kec. Imogiri, Bantul Daerah Istimewa Yogyakarta</span>",16,32
Omah Regeng,"<span itemprop=""address"">Ngringinan, RT 09, Palbapang, Bantul, DIY</span>",8,16
Simply Homy Guest House Gejayan,"<span itemprop=""address"">Gang Delima, Gejayan, Condongcatur, Kec. Depok, Kab. Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",1,2
Hotel di Jogja,,0,0
The Kharma Villas - Yogyakarta,"<span itemprop=""address"">Jl. Padma, Tentara Palagan Pelajar, Sleman, Yogyakarta</span>",1,3
Hotel Wijaya 2 Kaliurang,"<span itemprop=""address"">Jl. Giri Kondang No.11, Kaliurang</span>",4,8
Hotel Wilis,"<span itemprop=""address"">Jl. Sultan Agung No. 12, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Indonesia</span>",10,30
OYO 583 Puri Gejayan Asri Syariah,"<span itemprop=""address"">Gg. Wisnu No.6, Candok, Condongcatur, Kec. Depok, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55281</span>",4,4
Omah Kemiri 1 Yogyakarta,"<span itemprop=""address"">Perum Tambak Mas No. 66, Jalan Godean Km. 2, Yogyakarta</span>",8,16
