nama_hotel,alamat_hotel,jumlah_kamar
EDU Hostel Jogja,"<span itemprop=""address"">Jl. Letjen Suprapto No.17, Ngampilan, Wirobrajan, Yogyakarta, Indonesia</span>",3
Melia Purosani Yogyakarta,"<span itemprop=""address"">Jl. Suryotomo No.31, Yogyakarta, Indonesia</span>",20
Grand Mercure Yogyakarta Adisucipto,"<span itemprop=""address"">Jl. Laksda Adisucipto No.80, Demangan Baru, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281</span>",11
Hotel Borobudur Yogyakarta,"<span itemprop=""address"">Jl. Magelang Km. 6,3 Jombor, Sleman, Yogyakarta, Indonesia</span>",4
Rosalia Indah Hotel,"<span itemprop=""address"">Jl. Veteran No. 180A, Umbulharjo, Yogyakarta, Indonesia</span>",3
Swiss-Belboutique Yogyakarta,"<span itemprop=""address"">Jl. Jend. Sudirman No.69, Yogyakarta, Indonesia</span>",10
Le Krasak Boutique Hotel Malioboro,"<span itemprop=""address"">Jl. Krasak No.9, Kota Baru, Tugu Jogja, Yogyakarta, Indonesia</span>",4
Tickle Hotel,"<span itemprop=""address"">Jl. Urip Soemoharjo No. 64 </span>",6
Comfort Room at Griya Suryantin,"<span itemprop=""address"">Sinduharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta </span>",2
Maranatha Grand Hotel Yogyakarta,"<span itemprop=""address"">Jalan Dagen Nomor 76 Yogyakarta</span>",2
Kona Backpacker Syariah,"<span itemprop=""address"">jalan wijaya kusuma no 140, Condong Catur, Sleman</span>",2
Zamrud Malioboro,"<span itemprop=""address"">Jl. Tegal Panggung No. 50, Danurejan, Yogyakarta, Indonesia</span>",3
Summer Quest Hotel Jogja,"<span itemprop=""address"">Jl. Sosrowijayan, Gang Sosromenjuran, Yogyakarta, Indonesia</span>",2
Urban Fendi's Tirtodipuran,"<span itemprop=""address"">Jl. Tirtodipuran No.6, Mantrijeron, Yogyakarta, Indonesia</span>",3
Hotel Orchid Wonosari,"<span itemprop=""address"">Jl. Baron KM. 9 Mulo Karang Asem, Wonosari, Gunung Kidul, Yogyakarta, Indonesia</span>",3
Ndalem Mantrijeron,"<span itemprop=""address"">Jl. Sartono MJ III / 815, Mantrijeron, Prawirotaman, Yogyakarta, Indonesia</span>",2
Artotel Yogyakarta,"<span itemprop=""address"">Jl. Kaliurang, KM 5.6 No. 14, Caturtunggal, Kec. Depok, Kabupaten Sleman, Yogyakarta, Indonesia</span>",7
Otu Hostel By Ostic House,"<span itemprop=""address"">Jl. Prawirotaman 1 Gang Batik Gringsing No. 517, Mergangsan, Yogyakarta, Indonesia</span>",5
La Luna Resort Yogyakarta,"<span itemprop=""address"">Jl. Palagan Km 8, Sariharjo, Ngaglik, Ngaglik, Yogyakarta, Provinsi Yogyakarta, Indonesia</span>",2
The Mangkoro by Yuwono Hospitality,"<span itemprop=""address"">Jl. Garuda no. 419, Jaranan, Banguntapan, Bantul, Yogyakarta, Indonesia</span>",3
Hotel Arjuna Malioboro,"<span itemprop=""address"">Jl. Pangeran Mangkubumi No.44, Tugu Jogja, Yogyakarta, Indonesia</span>",3
Hotel di Jogja,,1
The Phoenix Hotel Yogyakarta - MGallery Collection,"<span itemprop=""address"">Jl Jenderal Sudirman 9</span>",11
Hotel Atalie Malioboro by Yuwono,"<span itemprop=""address"">Jl. Sosrokusuman DN.1/118 Malioboro, Malioboro Street, Yogyakarta, Yogyakarta Province, Indonesia</span>",2
OYO 1369 Griya Damai Syariah,"<span itemprop=""address"">Jl.Sunan Ampel III, Banteng, Sinduharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581, Indonesia, Yogyakarta</span>",5
Asana Grove Hotel Yogyakarta,"<span itemprop=""address"">Jl. Ganesha II No.53, Timoho, Umbulharjo, Yogyakarta, Indonesia</span>",2
Hotel Batik Yogyakarta,"<span itemprop=""address"">Jl.Dagen Komplek Taman Yuwono,Malioboro-Yogyakarta</span>",4
Ostic House,"<span itemprop=""address"">Jl. Suryodiningratan, No.10 B, Suryodiningratan, Mantrijeron, Daerah Istimewa Yogyakarta, Indonesia</span>",2
SPOT ON 2419 Rumah Nugraha Hotel Syariah,"<span itemprop=""address"">Jl. Ki Ageng Pemanahan Ki Ageng Pemanahan No.9, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta</span>",9
Hotel Heryon,"<span itemprop=""address"">Jl. Menteri Supeno No. 28D, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia</span>",3
Front One Resort Jogja,"<span itemprop=""address"">Jl. Ring Road Utara No. 168 , Sleman, Yogyakarta, Indonesia</span>",3
Comfort Room near Stasiun Lempuyangan at Wisma Bu Yanti 1,"<span itemprop=""address"">Jalan Bausasran DN 3/791</span>",3
DBC Rooms Malioboro,"<span itemprop=""address"">Jalan Beskalan, no 1, Malioboro, Yogyakarta (Ayam Geprek DBC, Samping Ramai)</span>",2
Peti Mas Hotel,"<span itemprop=""address"">Jalan Dagen No 27</span>",6
Budget Room near Stasiun Tugu at Losmen Mawar,"<span itemprop=""address"">Sosrowijayan Wetan GT 1/136</span>",5
Pondok Bugenvil 2,"<span itemprop=""address"">Jln. Gambir No. 18, Klebengan, Caturtunggal, Depok, Sleman (200 M utara Fakultas Peternakan UGM)</span>",2
D'Talent Hotel,"<span itemprop=""address"">Located in D'Talent Hotel, Jl. Prawirotaman 3 No.669 A, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153, Indonesia</span>",18
Blue Safir Hotel Yogyakarta,"<span itemprop=""address"">Jl. Dagen No. 18-22, Malioboro, Yogyakarta, Indonesia</span>",3
Apartment Jowo Klutuk 2,"<span itemprop=""address"">Apartment Malioboro City, Jalan Laksa Adi Sutjipto Km. 8, Tambakbayan, Caturtunggal, Depok, Janti, Caturtunggal, Kec. Depok, Kabupaten Sleman</span>",2
Omah Njonja Bed & Brasserie,"<span itemprop=""address"">Jl. Sawit Sari M1 Condongcatur, Depok, Sleman, Yogykarta 55281, Indonesia</span>",6
Tigalima Homestay,"<span itemprop=""address"">Jl. Gejayan, Kepuh GK III/946</span>",4
Hotel Alzara Syariah,"<span itemprop=""address"">Bansari RT 02 RW 04, Kelurahan Kepek, Wonosari, Gunungkidul, Daerah Istimewa Yogyakarta, Indonesia</span>",17
Janti Transit Room Syariah,"<span itemprop=""address"">Gang Delima III No. 3, Ngentak, Kel Caturtunggal, Kec Depok, Catur Tunggal</span>",2
Sartika Hotel Prawirotaman,"<span itemprop=""address"">Jl. Prawirotaman No 44, Mergangsan, Yogyakarta, Indonesia</span>",5
Comfy Guesthouse 2 Yogyakarta,"<span itemprop=""address"">Jl. Prof Dr. Sardjito No 14 B, Jetisharjo</span>",2
Shamrock Jogja Vivo Apartment,"<span itemprop=""address"">Jl. Seturan, Caturtunggal, Yogyakarta, Kabupaten Sleman, Daerah Istimewa Yogyakarta</span>",1
Hotel Sagan Huis,"<span itemprop=""address"">Jl. Sagan Kidul No.6, Yogyakarta</span>",3
Jogja Village,"<span itemprop=""address"">Jl. Menukan, No.5, Karangkajen, Yogyakarta, Indonesia</span>",4
Ndalem Diajeng Homestay,"<span itemprop=""address"">Jl. Namburan Lor No. 50, Kraton, Yogyakarta, Indonesia</span>",4
OYO 90253 D'helomi,"<span itemprop=""address"">Ringinsari RT 6/RW 50</span>",3
Prime Plaza Hotel Jogjakarta,"<span itemprop=""address"">Jl. H. Affandi, Gejayan, Complex Colombo, Yogyakarta</span>",9
Amaya Suites Hotel,"<span itemprop=""address"">Jalan Pogung Kidul No.181, Sinduadi, Mlati,, Mlati, Yogyakarta, Yogyakarta Province, Indonesia</span>",2
Hotel di Jogja,,1
Hotel Syariah Wisma Nendra,"<span itemprop=""address"">Jl. Dagen No.50, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Indonesia</span>",4
Bedjo Homestay by Dasinem,"<span itemprop=""address"">Jl. Selokan Mataram Pogung Dalangan No.299 Sinduadi Mlati Sleman</span>",2
Tembi Rumah Budaya,"<span itemprop=""address"">Jl. Parang Tritis Km.8,4 Timbulharjo, Sewon, Yogyakarta</span>",2
Comfort Room at Grhatama,"<span itemprop=""address"">Jl. Pandega Siwi No 5</span>",2
Abhayagiri – SWH Resort,"<span itemprop=""address"">Dusun Sumberwatu, RT 02 RW 01, Sambirejo, Prambanan</span>",3
The Journey Hotel Yogyakarta,"<span itemprop=""address"">Jl. Sorosutan 2E, Umbulharjo, Umbulharjo, Yogyakarta, Provinsi Yogyakarta, Indonesia</span>",4
Studio Room at Vivo Apartment,"<span itemprop=""address"">Jl Amarta no 1 kledokan caturtunggal depok sleman Yogyakarta</span>",2
Sky Hotel Jogja,"<span itemprop=""address"">Jl. Hayam Wuruk No. 51, Lempuyangan, Danurejan, Yogyakarta, Indonesia</span>",2
OYO 1593 Pondok Garini Syariah,"<span itemprop=""address"">Gg. Pandega Rini II No.09, Manggung, Caturtunggal, Kec. Depok</span>",13
BOAX 15 Studio Room at Vivo Apartment,"<span itemprop=""address"">Jl. Seturan, Kledokan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta </span>",2
Ndalem Bebekan Guesthouse by Symphony,"<span itemprop=""address"">Bedilan, Kalitirto, Berbah, Sleman, DI Yogyakarta, Indonesia</span>",2
Cornel Homestay Pavilions & Rooms,"<span itemprop=""address"">Jl. Cempaka No 146, Condongcatur, Depok, Sleman</span>",4
Tentrem Ayem Residence,"<span itemprop=""address"">Jl. Ahmad Wahid, Mantup, Baturetno, Banguntapan, Yogyakarta </span>",4
Cotton House Monjali,"<span itemprop=""address"">Jl. Kapas 99, Sariharjo,Ngaglik, Sleman </span>",6
Pondok Bugenvil 3,"<span itemprop=""address"">Jln. Flamboyan No. 41, Karang Asem Baru, Caturtunggal, Depok, Sleman</span>",2
Taman Yuwono Heritage Malioboro,"<span itemprop=""address"">Komplek Taman Yuwono No. 11, Sosromenduran, Gedongtengen , Yogyakarta, Indonesia</span>",4
Akasa Hotel Kaliurang Yogyakarta,"<span itemprop=""address"">Jl. Boyong RT.002 RW.017 No.10, Kaliurang Barat, Kaliurang, Yogyakarta, Indonesia</span>",5
Apartemen Uttara the Icon Sasi Kirana,"<span itemprop=""address"">Jalan Kaliurang, Catur Tunggal, Kecamatan Depok</span>",2
Pondok Villa Hotel,"<span itemprop=""address"">Jl. IKIP PGRI 113, Yogyakarta</span>",3
Eco Room near Tugu at Griya Godean Syariah,"<span itemprop=""address"">Jl Godean Km 4 No 10, Kajo</span>",2
Omah Bumi Guest House,"<span itemprop=""address"">Jl. Golo No. 10 Pandeyan Umbulharjo</span>",2
Rene Hotel,"<span itemprop=""address"">Jl. P. Mangkubumi No. 57/59</span>",5
Golom Alpha Room by Vivo Apartment,"<span itemprop=""address"">Jl. Amarta, Kledokan, Caturtunggal</span>",1
Hotel Bugis Asri Yogyakarta,"<span itemprop=""address"">Jl.Sugeng Jeroni 46, Yogyakarta</span>",9
Livinn Yogya Hotel,"<span itemprop=""address"">Jl. Babaran No 103, Warungboto, Umbulhajro, Yogyakarta, DI Yogyakarta, Indonesia</span>",3
Nginap Jogja at Apartemen Taman Melati,"<span itemprop=""address"">Jl. Jemb. Baru UGM Jl. Pogung Kidul, Pogung Kidul, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",2
Oasis Studio Hotel Satu Yogyakarta,"<span itemprop=""address"">Jl. Gejayan Gang Kamboja No. 10 (Jalan Affandi), Depok, Gejayan, Yogyakarta, Indonesia</span>",6
OYO 1159 Bukit Indah Hotel & Restaurant Near RSUD Prambanan,"<span itemprop=""address"">Jl. Yogyakarta - Wonosari Hargo Dumilah KM 15, Area Kebun, Srimulyo, Kec. Piyungan, Bantul, DI Yogyakarta, Indonesia</span>",17
OYO 206 Hotel Candra Kirana Near RSUD Kota Yogyakarta,"<span itemprop=""address"">Jl. Parangtritis No.115-123, Brontokusuman, Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143, Indonesia, Yogyakarta</span>",13
Hotel Pramesthi Jogja,"<span itemprop=""address"">Jl Mangkuyudan No 44, Mantrijeron, Yogyakarta, Indonesia</span>",3
Hotel di Jogja,,1
OYO 3263 House 140,"<span itemprop=""address"">Jl. Maguwo No.140, Karang Janbe, Banguntapan, Kec. Banguntapan, Bantul, Daerah Istimewa Yogyakarta 55198</span>",9
OYO 524 Makuta Hotel Near RSUD Kota Yogyakarta,"<span itemprop=""address"">Jl. Prawirotaman 2 No.839, Brontokusuman, Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153, Indonesia, Yogyakarta</span>",21
Sofia Boutique Residence,"<span itemprop=""address"">Jl. Karya Utama, Sedan, Ngaglik, Sleman, Palagan, Yogyakarta, Indonesia</span>",6
OYO 465 Alam Citra Bed & Breakfast Near RSUD Bantul,"<span itemprop=""address"">Perumahan Alam Citra E 18-19, Cabean, Panggungharjo, Sewon, Bantul, Daerah Istimewa Yogyakarta, Indonesia, Yogyakarta</span>",9
Agenda Yogya,"<span itemprop=""address"">Jl. Bumijo Lor RT 23/06 No.1162, Bumijo, Jetis, Yogyakarta, Indonesia</span>",2
OYO 244 Griya Cemara Homestay,"<span itemprop=""address"">Sambilegi kidul, Jl. Pisang, Sambelegi Lor, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",16
Ndalem Harmani,"<span itemprop=""address"">Jl. Mangunegaran Kidul No 16, Panembahan, Kraton, Yogyakarta, Indonesia</span>",2
OYO 2454 Wanawiyata Homestay,"<span itemprop=""address""> Jl. Anggrek No.9, Sambelegi Kidul, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta</span>",9
Nginap Jogja at Malioboro City,"<span itemprop=""address"">Jl. Laksda Adisucipto KM.8, Janti, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",2
OYO 2469 Sutomo Homestay,"<span itemprop=""address"">Jl. Doktor Sutomo No.35, RW.001, Bausasran, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta</span>",5
Modern House YIA,"<span itemprop=""address"">Ngringit, Palihan, Kec. Temon, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta, Indonesia</span>",2
Nginap Jogja at Apartemen Uttara,"<span itemprop=""address"">Jl. Kaliurang, Manggung, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",2
OYO 952 Annisa Syariah Guest House,"<span itemprop=""address"">Gg. Wader No.150B, RT 06 RW 54, Sambilegi Lor, Maguwoharjo, Kec. Depok, Kabupaten Sleman, DI Yogyakarta, Indonesia</span>",3
The Cangkringan Jogja Villas & Spa,"<span itemprop=""address"">Jl. Raya Merapi Golf, Desa Umbul Harjo, Kaliurang, Cangkringan, Sleman, Provinsi Yogyakarta, Indonesia</span>",4
Hotel Paramitha,"<span itemprop=""address"">Jl. Affandi (Gejayan) | Kepuh GK III / 936, Sagan, Yogyakarta, Indonesia</span>",5
The Mulyo Guest House Syariah,"<span itemprop=""address"">Jl. Wonosari-Baron Km 3, Wunut No 8, Dunggubah, Duwot, Gunungkidul, Yogyakarta, Indonesia</span>",3
Budget Room at Homestay Cahaya Transport,"<span itemprop=""address"">Jalan Randubelang </span>",4
Larasati Guest House,"<span itemprop=""address"">Tamban Bayan XVI/15, Sleman-Yogyakarta</span>",3
Griya Mulya,"<span itemprop=""address"">Jl. Nusa Indah CT 8 No. 136, Manggung, Catur Tunggal, Kec. Depok, Yogyakarta, Indonesia</span>",4
M Stay Guest House by Westay,"<span itemprop=""address"">Jl. Pandega Mukti, Sinduadi, Mlati, Sleman</span>",5
Hotel Kili Suci By Simply Homy,"<span itemprop=""address"">Jl. Gambiran No. 55, Pandeyan, Umbulharjo, Yogyakarta, Provinsi Yogyakarta, Indonesia</span>",5
Hotel Talenta 3,"<span itemprop=""address"">Jl. Srikandi No. 7, Blimbingsari, Gondokusuman, Yogyakarta, Indonesia</span>",4
Omah 46 Syariah,"<span itemprop=""address"">Jl. Masjid 46 Puro Pakualaman</span>",4
OYO 895 Mahameru Residence Near RS Condong Catur,"<span itemprop=""address"">Jl. Mahameru No.3, Ngabean Wetan, Sinduharjo, Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",13
Omah Kaktus,"<span itemprop=""address"">Blunyah Gede 227 B RT 12 RW 34 Sinduadi Mlati Sleman</span>",3
M Stay Guest House,"<span itemprop=""address"">Jl. Pandega Mukti No. 57 B, Purwosari, Sinduadi, Mlati, Sleman, Yogyakarta</span>",5
Sewu Padi Hotel,"<span itemprop=""address"">JL Kaliurang, Km. 20 Kab. Sleman</span>",5
Hotel Srikandi Gejayan,"<span itemprop=""address"">Jl. Tantular 101, Depok, Condong Catur, Sleman, Yogyakarta, Indonesia</span>",2
Nice Room at Omah Artho Moro,"<span itemprop=""address"">Jl. Kenangan No 6, Purbosari</span>",1
Ruba Grha,"<span itemprop=""address"">Jalan Mangkuyudan No. 1 </span>",3
Hotel di Jogja,,1
Hotel Cahaya Kasih,"<span itemprop=""address"">Jl. Malioboro, Sosromenduran GT.I/280, Malioboro, Yogyakarta, Indonesia</span>",2
Aloha Hotel,"<span itemprop=""address"">Jl. Prawirotaman MG III / 573 B, Prawirotaman, Yogyakarta, Indonesia</span>",2
WM Apartment Yogyakarta,"<span itemprop=""address"">Jl. Laksa Adi Sucipto Km. 8, Tambakbayan, Caturtunggal, Depok</span>",2
Simply Homy Villa Prambanan,"<span itemprop=""address"">Keniten, Tamanmartani, Kec. Kalasan, Kabupaten Sleman, Kalasan, Sleman, Provinsi Yogyakarta, Indonesia</span>",2
Homestay Tembi,"<span itemprop=""address"">Jalan Parangtritis KM 8,5, Tembi Timbulharjo, Sewon Bantul</span>",5
Simply Homy Guest House Gembira Loka 2,"<span itemprop=""address"">Jl. Karangsari No. 23, Kota Gede, Yogyakarta,Indonesia</span>",2
Cozy Room in Jalan Kaliurang at Wisma Bu Yanti 2,"<span itemprop=""address"">Jalan Mindi No 1 / Jalan Kaliurang KM 12,5</span>",3
Dasinem Family Homestay,"<span itemprop=""address"">Pogung Dalangan No.1A RT.011/RW.050 Sinduadai, Mlati</span>",4
"Sambi Resort, Spa & Restaurant","<span itemprop=""address"">Jl. Kaliurang KM 19, Desa Wisata Sambi, Pakem, Kaliurang, Sleman, Yogyakarta, Indonesia</span>",3
Rumah Mertua Heritage Yogyakarta,"<span itemprop=""address"">Jalan Palagan Tentara Pelajar, Gang Padma No.5, Tegalwaras, Sariharjo, Ngaglik, Sleman</span>",4
Villa Padi Cangkringan,"<span itemprop=""address"">Cangkringan Km 2.5, Pusmalang, Wukirsari, Cangkringan, Sleman, Yogyakarta, Indonesia</span>",2
D Classic Homestay,"<span itemprop=""address"">Gedongkiwo MJ1/779, RT 44 RW 09, Mantrijeron, Yogyakarta, Indonesia</span>",4
Backpacker Pelangi Guesthouse Syariah Terban Tugu Yogyakarta,"<span itemprop=""address"">Terban GK 5/518 A. RT 17/04 Turban, Gondokusuman</span>",4
AGV Apartment Yogyakarta,"<span itemprop=""address"">Jl. Amarto, Puluhdadi Seturan, Sleman</span>",2
Villa Alifa,"<span itemprop=""address"">Jalan Pakem-Turi km 0.5, Desa Sempol, Pakem</span>",2
Harmony Inn Yogyakarta,"<span itemprop=""address"">Jl. Parangtritis Gang Sartono, Mantrijeron</span>",2
Sahabat Home Jogja @ Prawirotaman,"<span itemprop=""address"">Jl. Prawirotaman 2 (Jalan Gerilya) No.829-830 </span>",3
Hotel Mataram Malioboro,"<span itemprop=""address"">Jl. Pasar Kembang No.61, Yogyakarta</span>",10
The Jayakarta Yogyakarta Hotel & Spa,"<span itemprop=""address"">Jl. Laksda Adisucipto Km.8, Yogyakarta</span>",19
Agung Mas Hotel Malioboro,"<span itemprop=""address"">Jalan HOS Cokroaminoto 108</span>",5
Hotel Bhinneka Malioboro,"<span itemprop=""address"">Jl. Margo Utomo 38, Gedongtengen, Yogyakarta, DI Yogyakarta, Indonesia</span>",3
Apartment Bintang Tiga,"<span itemprop=""address"">Apartment Malioboro City, Jalan Laksa Adi Sutjipto Km. 8, Tambakbayan, Caturtunggal, Depok, Janti, Caturtunggal, Kec. Depok, Kabupaten Sleman</span>",2
Hotel Al-Barokah Yogyakarta,"<span itemprop=""address"">Jl. Balirejo No. 27 Timoho Muja Muju, Umbulharjo, DI Yogyakarta, Indonesia</span>",5
Pelemsewu Cottage Syariah,"<span itemprop=""address"">Jalan Parangtritis KM 4.5 Pelemsewu Rw.07, Panggungharjo, Sewon</span>",3
Sriwedari Hotel Yogyakarta,"<span itemprop=""address"">Jl. Laksda Adisucipto KM 6 No.06, Adisucipto Airport, Yogyakarta, Indonesia</span>",2
Hotel Purnama IV Yogyakarta,"<span itemprop=""address"">Jalan Sawit L-6 (Sawitsari Blok L-6), Condongcatur</span>",7
Royal Homy Syariah,"<span itemprop=""address"">Jl. Kledokan I, Ngentak, Caturtunggal, Kec. Depok, Kab. Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",5
Hotel Puri Artha Yogyakarta,"<span itemprop=""address"">Jl. Cendrawasih No. 36, Demangan,Yogyakarta, Indonesia</span>",2
Hotel Cepuri,"<span itemprop=""address"">Jl. Prawirotaman II No. 839, Yogyakarta</span>",4
Rajaklana Resort Villa And Spa,"<span itemprop=""address"">Jl. Tugu Gentong, Sambikerep, Bangunjiwo, Kasihan, Bantul, Yogyakarta, Indonesia</span>",6
Hotel di Jogja,,1
Nextdoor Homestay,"<span itemprop=""address"">Jl. Parangtritis, Timuran No.140, Brontokusuman, Mergangsan, Daerah Istimewa Yogyakarta, Indonesia</span>",4
OYO 890 Dewi Fortuna Guest House,"<span itemprop=""address"">Jl. Garuni III No.3, Kledokan, Babarsari, Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",9
Happy Buddha Yogyakarta,"<span itemprop=""address"">Jl. Prawirotaman No. 21, Mergangsan, Yogyakarta, DI Yogyakarta, Indonesia</span>",2
Backpacker Omah Warno Syariah near Tugu,"<span itemprop=""address"">Jl. Bangirejo Taman, Karangwaru, Kec. Tegalrejo</span>",5
Hotel Diana Jogja,"<span itemprop=""address"">Jl. Tirtodipuran No. 9, Mantrijeron, Mantrijeron, Yogyakarta, Indonesia</span>",3
Hotel Graha Kinasih Kota Baru,"<span itemprop=""address"">Jl. Ungaran 1 / Jl. Serma Taruna Ramli No.1, Kota Baru, Yogyakarta</span>",2
Anjuma Backpacker,"<span itemprop=""address"">Jl. Tegal Lempuyangan DN III / 23, Bausasran, Danurejan, Yogyakarta, Indonesia</span>",9
Arkananta Villa,"<span itemprop=""address"">Jl. Tirtodipuran No. 49, Mantrijeron, Yogyakarta, Indonesia</span>",3
Fortuna Jogja Guest House,"<span itemprop=""address"">Jl. Pugeran Timur No. 22, Suryodiningratan, Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia</span>",3
The Packer Lodge Yogyakarta,"<span itemprop=""address"">Jl. Dagen No 3, Sosromeduran</span>",5
Tegal Panggung Guest House,"<span itemprop=""address"">Jl. Tegal Panggung No. 39, Danurejan, Yogyakarta, DI Yogyakarta, Indonesia</span>",3
Apartemen Uttara the Icon Ganesha,"<span itemprop=""address"">Jalan Kaliurang No 72A KM 5,3, Kelurahan Catur Tunggal, Kecamatan Depok</span>",2
Queen Star Hotel,"<span itemprop=""address"">Jalan Wates Km 9, Kulon Progo</span>",3
"Student Castle Apartment Yogyakarta, Studio Room B0807","<span itemprop=""address"">Jl. Terusan Babarsari, Kel Caturtunggal, Kec Depok</span>",2
BOAX 12 Studio Room at Vivo Apartment,"<span itemprop=""address"">Jl. Seturan, Kledokan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta </span>",2
Kayu Watu Cottage,"<span itemprop=""address"">Pantai, Tepus, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta </span>",2
4 bedrooms at Villa Rukun Jogja,"<span itemprop=""address"">Klinyo RT 2 RW 1 Margoluwih Seyegan Sleman Yogyakarta</span>",2
Apartment Taman Melati Sinduadi by Nginap,"<span itemprop=""address"">Jl. Jem. Baru UGM, Pogung Kidul, Sinduadi, Sleman</span>",1
Yabbiekayu Eco-Bungalows,"<span itemprop=""address"">Tembi Village, RT 06 RW 04 Timbulharjo Sewon Bantul</span>",3
D Omah Hotel Jogjakarta,"<span itemprop=""address"">Jl. Parangtritis KM 8.5 Timbulharjo, Bantul, Yogyakarta, Indonesia</span>",3
Arilla Eclat Hotel,"<span itemprop=""address"">Jl. Kaliurang KM 9,3 No 2, Sleman, Yogyakarta, Provinsi Yogyakarta, Indonesia</span>",3
Wisma Ary's Hotel,"<span itemprop=""address"">Jl. Suryodiningratan No.29, Prawirotaman, Mantrijeron, Yogyakarta, Indonesia</span>",3
Penginapan Cipto Wening,"<span itemprop=""address"">Jl. Kaliurang No.24, Ngipiksari, Hargobinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",9
Gubuk Asmoro Nglolang,"<span itemprop=""address"">Jl. Pantai Sepanjang, Ngalos, Kemadang, Kec. Tanjungsari, Kabupaten Gunung Kidul, Yogyakarta, Indonesia</span>",9
Renaya Ndalem Guesthouse,"<span itemprop=""address"">Jl. Kradenan No. 10/69, Maguwoharjo, Depok, Sleman, Yogyakarta, Indonesia</span>",2
Serut 2 Homestay,"<span itemprop=""address"">Jl. Kalibiru - Clapar, Kalibiru, Hargowilis, Kokap, Kabupaten Kulon Progo, Yogyakarta, Indonesia</span>",5
Hotel SiCantik,"<span itemprop=""address"">Jl. Malangyudo No. 107, Kaliurang, Hargobinangun, Pakem, Sleman, Yogyakarta, Indonesia</span>",17
Rumah Hoho Resto and Guesthouse,"<span itemprop=""address"">Jl. Ukrim, Cupuwatu I, Purwomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",2
RedDoorz @ Wisma Putra Jaya Kaliurang,"<span itemprop=""address"">Jl. Kaliurang KM 22,6 , Banteng, Hargobinangun, Kaliurang, Yogyakarta, Indonesia</span>",9
Hotel di Jogja,,1
Losmen Prasetyo,"<span itemprop=""address"">Jalan Parangtritis Km.27, RT04, Mancingan, Parangtritis</span>",31
OYO 1242 Penginapan RB Syariah,"<span itemprop=""address"">Jl. Raya Tajem No.19, Denokan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, DI Yogyakarta, Indonesia</span>",9
Omah Kendi,"<span itemprop=""address"">Jalan Banjarsari MJ1/1540, RT 78, RW 17, Yogyakarta</span>",9
Penginapan Vionna,"<span itemprop=""address"">JL. Kaliurang KM. 24, Ngipiksari, Hargobinangun, Pakem, Kabupaten Sleman</span>",17
Sabar Menanti 2,"<span itemprop=""address"">Jl. Parangtritis (Mancingan RT 1), Kel. Parangtritis, Kec. Kretek, Bantul, Yogyakarta, Indonesia</span>",17
Penginapan Raharjo,"<span itemprop=""address"">Pantai, Parangtritis, Kec. Kretek, Bantul, Yogyakarta</span>",17
Rumah Palagan Residence,"<span itemprop=""address"">Jl. Kranji 19B Damai Mudal, Sariharjo, Ngaglik, Sleman, Yogyakarta, Indonesia</span>",2
Graha LPP Pramindo Inn,"<span itemprop=""address"">Jl. Sampakan Kuton, Tegaltirto, Berbah, Sleman, Yogyakarta, Indonesia</span>",9
Omahe Simbah Guesthouse,"<span itemprop=""address"">Jl. Ringin Raya 120E Mancasan, Condongcatur, Sleman, Yogyakarta, Indonesia</span>",3
